budget.level,supplementary,flow,fin.year,budget.category,flow.type,budget.entry,value
Mon,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Human Settlement and Housing Development Department,70
Mon,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Road Department,55.295
Mon,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Development Affairs Organizations,5113.282
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,General Administration Department,3376.807
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Grants,General Administration Department,15
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,General Administration Department,1005.684
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Special Investigation Department,271.896
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Special Investigation Department,242.155
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Fire Services Department,967.588
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Fire Services Department,1175.164
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Agriculture Department,1520.724
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Agriculture Department,97.94
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Fisheries Department,250.874
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Fisheries Department,68.978
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Livestock Breeding and Veterinary Department,234.616
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Livestock Breeding and Veterinary Department,57.94
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Cooperative Department,515.46
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Cooperative Department,75.64
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Small-scale Industry Department,104.296
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Small-scale Industry Department,23.168
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Forestry Department,682.721
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Forestry Department,108.229
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Environmental Conservation Department,183.49
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Environmental Conservation Department,267.819
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Mining Department,53.476
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Mining Department,0.145
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Sports and Physical Education Department,769.104
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Sports and Physical Education Department,1005.79
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Planning Department,354.501
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Planning Department,97.632
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Central Statistical Organization,90.434
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Central Statistical Organization,103.49
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Budget Department,95.886
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Budget Department,269.815
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Human Settlement and Housing Development Department,298.99
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Human Settlement and Housing Development Department,1486.847
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Road Department,8466.276
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Road Department,14502
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Central Inland Freight Handling Committee,22.828
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Development Affairs Organizations,3660.141
Mon,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Development Affairs Organizations,15247.672
Mon,FALSE,income,2018,State Owned Enterprises,Other Income,Electricity Distribution Work,8
Mon,FALSE,expenditure,2018,State Owned Enterprises,Capital Expenditure,Electricity Distribution Work,7474.229
Tanintharyi,FALSE,income,2018,"High Court, Advocate General, Auditor General",Other Income,Region/State Cabinet,4896.683
Tanintharyi,FALSE,income,2018,"High Court, Advocate General, Auditor General",Union Govt's Support Income,Region/State Cabinet,1000
Tanintharyi,FALSE,income,2018,"High Court, Advocate General, Auditor General",Other Income,Courts,218.004
Tanintharyi,FALSE,income,2018,"High Court, Advocate General, Auditor General",Other Income,Legal Offices,0.254
Tanintharyi,FALSE,income,2018,"High Court, Advocate General, Auditor General",Other Income,Accounting Offices,2.377
Tanintharyi,FALSE,expenditure,2018,"High Court, Advocate General, Auditor General",Current Expenditure,Region/State Cabinet,2311.252
Tanintharyi,FALSE,expenditure,2018,"High Court, Advocate General, Auditor General",Capital Expenditure,Region/State Cabinet,18338.654
Tanintharyi,FALSE,expenditure,2018,"High Court, Advocate General, Auditor General",Current Expenditure,Region/State Hluttaw,458.001
Tanintharyi,FALSE,expenditure,2018,"High Court, Advocate General, Auditor General",Capital Expenditure,Region/State Hluttaw,1081.458
Tanintharyi,FALSE,expenditure,2018,"High Court, Advocate General, Auditor General",Current Expenditure,Courts,51.3
Tanintharyi,FALSE,expenditure,2018,"High Court, Advocate General, Auditor General",Current Expenditure,Legal Offices,260.093
Tanintharyi,FALSE,expenditure,2018,"High Court, Advocate General, Auditor General",Capital Expenditure,Legal Offices,615.2
Tanintharyi,FALSE,expenditure,2018,"High Court, Advocate General, Auditor General",Current Expenditure,Accounting Offices,637.927
Tanintharyi,FALSE,expenditure,2018,"High Court, Advocate General, Auditor General",Capital Expenditure,Accounting Offices,14
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Tax Revenue,Excise Tax,361.206
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Tax Revenue,Taxes levied on land(Land Revenue),108.72
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Tax Revenue,Embankment Tax,0.052
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Tax Revenue,Tax on extraction of forest produces,964.59
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Tax Revenue,"Tax on extraction of mineral (not including Industrial raw materials, mineral and decorative stone)",18.165
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Tax Revenue,Lakes/streams tax,102.25
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Tax Revenue,Property Tax,426.507
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Tax Revenue,Wheel Tax,66.746
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,General Administration Department,9.688
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Special Investigation Department,0.089
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Fire Services Department,0.6
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Agriculture Department,6.15
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Fisheries Department,1.01
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Cooperative Department,1.027
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Small-scale Industry Department,1.76
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Forestry Department,27.205
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Sports and Physical Education Department,4.74
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Planning Department,0.014
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Budget Department,0.002
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Union Govt's Support Income,Budget Department,146384.286
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Human Settlement and Housing Development Department,30.721
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Road Department,12.514
Tanintharyi,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Development Affairs Organizations,2811.523
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,General Administration Department,3753.572
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,General Administration Department,1522.85
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Special Investigation Department,269.54
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Special Investigation Department,215.561
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Fire Services Department,1100.622
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Fire Services Department,1273.635
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Agriculture Department,1032.79
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Agriculture Department,466.676
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Fisheries Department,241.165
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Fisheries Department,147.1
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Livestock Breeding and Veterinary Department,236.761
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Livestock Breeding and Veterinary Department,16.9
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Cooperative Department,400.03
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Cooperative Department,90.57
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Small-scale Industry Department,47.812
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Small-scale Industry Department,10.676
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Forestry Department,1418.094
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Forestry Department,427.8
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Environmental Conservation Department,165.327
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Environmental Conservation Department,221.196
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Regional Freight Handling Committee,33.86
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Regional Freight Handling Committee,3.204
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Sports and Physical Education Department,646.926
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Sports and Physical Education Department,614.587
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Planning Department,341.013
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Planning Department,126.07
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Central Statistical Organization,45.599
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Central Statistical Organization,65.32
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Budget Department,79.988
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Budget Department,3.6
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Human Settlement and Housing Development Department,254.148
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Human Settlement and Housing Development Department,729.995
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Road Department,49465.951
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Road Department,31626.438
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Development Affairs Organizations,1460.573
Tanintharyi,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Development Affairs Organizations,5057.443
Tanintharyi,FALSE,income,2018,State Owned Enterprises,Other Income,Electricity Distribution Work,3
Tanintharyi,FALSE,expenditure,2018,State Owned Enterprises,Current Expenditure,Electricity Distribution Work,3.042
Tanintharyi,FALSE,expenditure,2018,State Owned Enterprises,Capital Expenditure,Electricity Distribution Work,30075.564
Kachin,FALSE,income,2018,"High Court, Advocate General, Auditor General",Tax Revenue,Region/State Cabinet,29.226
Kachin,FALSE,income,2018,"High Court, Advocate General, Auditor General",Other Income,Region/State Cabinet,6486.182
Kachin,FALSE,income,2018,"High Court, Advocate General, Auditor General",Union Govt's Support Income,Region/State Cabinet,1800
Kachin,FALSE,income,2018,"High Court, Advocate General, Auditor General",Other Income,Courts,140.216
Kachin,FALSE,income,2018,"High Court, Advocate General, Auditor General",Other Income,Legal Offices,0.34
Kachin,FALSE,income,2018,"High Court, Advocate General, Auditor General",Other Income,Accounting Offices,0.183
Kachin,FALSE,expenditure,2018,"High Court, Advocate General, Auditor General",Current Expenditure,Region/State Cabinet,3801.803
Kachin,FALSE,expenditure,2018,"High Court, Advocate General, Auditor General",Grants,Region/State Cabinet,1800
Kachin,FALSE,expenditure,2018,"High Court, Advocate General, Auditor General",Capital Expenditure,Region/State Cabinet,16598.597
Kachin,FALSE,expenditure,2018,"High Court, Advocate General, Auditor General",Current Expenditure,Region/State Hluttaw,1067.708
Kachin,FALSE,expenditure,2018,"High Court, Advocate General, Auditor General",Capital Expenditure,Region/State Hluttaw,1952.661
Kachin,FALSE,expenditure,2018,"High Court, Advocate General, Auditor General",Current Expenditure,Courts,59.24
Kachin,FALSE,expenditure,2018,"High Court, Advocate General, Auditor General",Current Expenditure,Legal Offices,375.207
Kachin,FALSE,expenditure,2018,"High Court, Advocate General, Auditor General",Capital Expenditure,Legal Offices,322.3
Kachin,FALSE,expenditure,2018,"High Court, Advocate General, Auditor General",Current Expenditure,Accounting Offices,920.652
Kachin,FALSE,expenditure,2018,"High Court, Advocate General, Auditor General",Capital Expenditure,Accounting Offices,389.86
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Tax Revenue,Excise Tax,379.123
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Tax Revenue,Taxes levied on land(Land Revenue),6.712
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Tax Revenue,Tax on extraction of forest produces,131.016
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Tax Revenue,"Tax on extraction of mineral (not including Industrial raw materials, mineral and decorative stone)",24.317
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Tax Revenue,Lakes/streams tax,416.5
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,General Administration Department,4.718
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Special Investigation Department,0.033
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Fire Services Department,1
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Agriculture Department,30.18
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Fisheries Department,8
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Livestock Breeding and Veterinary Department,2.46
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Cooperative Department,1.148
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Small-scale Industry Department,1.1
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Weaver and Vocational Education Training,0.1
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Forestry Department,22.085
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Mining Department (Salt Works Division),21.2
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Sports and Physical Education Department,94.326
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Planning Department,0.021
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Union Govt's Support Income,Budget Department,153646.343
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Human Settlement and Housing Development Department,40.867
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Road Department,2.82
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Tax Revenue,Development Affairs Organizations,899.552
Kachin,FALSE,income,2018,"Ministries, Administrative Departments, Municipals",Other Income,Development Affairs Organizations,8194.319
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,General Administration Department,5437.014
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Grants,General Administration Department,20
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,General Administration Department,2043.061
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Special Investigation Department,201.495
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Special Investigation Department,66.791
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Fire Services Department,2498.367
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Fire Services Department,922.069
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Agriculture Department,1328.289
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Agriculture Department,404.64
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Fisheries Department,249.816
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Fisheries Department,131.409
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Livestock Breeding and Veterinary Department,454.435
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Livestock Breeding and Veterinary Department,284.8
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Cooperative Department,463.65
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Cooperative Department,62.9
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Small-scale Industry Department,44.391
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Small-scale Industry Department,285
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Weaver and Vocational Education Training,60.998
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Weaver and Vocational Education Training,3.97
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Forestry Department,1205.254
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Forestry Department,200.738
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Environmental Conservation Department,215.05
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Environmental Conservation Department,529.336
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Mining Department (Salt Works Division),74.386
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Mining Department (Salt Works Division),4.75
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Inland Freight Handling Committee Office,20.572
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Sports and Physical Education Department,449.801
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Sports and Physical Education Department,317.82
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Planning Department,433.936
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Planning Department,377.933
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Central Statistical Organization,119.373
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Central Statistical Organization,109.1
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Budget Department,136.324
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Budget Department,417.42
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Human Settlement and Housing Development Department,265.901
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Human Settlement and Housing Development Department,4131.436
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Road Department,44333.308
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Road Department,46799.748
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Current Expenditure,Development Affairs Organizations,4095.575
Kachin,FALSE,expenditure,2018,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Development Affairs Organizations,5998.296
Kachin,FALSE,income,2018,State Owned Enterprises,Other Income,Electricity Distribution Work,4
Kachin,FALSE,expenditure,2018,State Owned Enterprises,Current Expenditure,Electricity Distribution Work,61.2
Kachin,FALSE,expenditure,2018,State Owned Enterprises,Capital Expenditure,Electricity Distribution Work,19839.707
Yangon,FALSE,income,2017,"High Court, Advocate General, Auditor General",Tax Revenue,Region/State Cabinet,49650.401
Yangon,FALSE,income,2017,"High Court, Advocate General, Auditor General",Tax Revenue,Region/State Hluttaw,0.005
Yangon,FALSE,income,2017,"High Court, Advocate General, Auditor General",Tax Revenue,Courts,400
Yangon,FALSE,income,2017,"High Court, Advocate General, Auditor General",Tax Revenue,Legal Offices,11.3
Yangon,FALSE,income,2017,"High Court, Advocate General, Auditor General",Tax Revenue,Accounting Offices,0.38
Yangon,FALSE,expenditure,2017,"High Court, Advocate General, Auditor General",Current Expenditure,Region/State Cabinet,7489.196
Yangon,FALSE,expenditure,2017,"High Court, Advocate General, Auditor General",Capital Expenditure,Region/State Cabinet,44782.315
Yangon,FALSE,expenditure,2017,"High Court, Advocate General, Auditor General",Current Expenditure,Region/State Hluttaw,952.115
Yangon,FALSE,expenditure,2017,"High Court, Advocate General, Auditor General",Capital Expenditure,Region/State Hluttaw,13.173
Yangon,FALSE,expenditure,2017,"High Court, Advocate General, Auditor General",Current Expenditure,Courts,129.02
Yangon,FALSE,expenditure,2017,"High Court, Advocate General, Auditor General",Current Expenditure,Legal Offices,1124.186
Yangon,FALSE,expenditure,2017,"High Court, Advocate General, Auditor General",Capital Expenditure,Legal Offices,608.84
Yangon,FALSE,expenditure,2017,"High Court, Advocate General, Auditor General",Current Expenditure,Accounting Offices,2458.739
Yangon,FALSE,expenditure,2017,"High Court, Advocate General, Auditor General",Capital Expenditure,Accounting Offices,74.2
Yangon,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,General Administration Department,8201.823
Yangon,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Special Investigation Department,0.076
Yangon,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Fire Services Department,1000
Yangon,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Cooperative Department,10.422
Yangon,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Small-scale Industry Department,8
Yangon,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Agriculture Department,53.776
Yangon,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Fisheries Department,665.857
Yangon,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Livestock Breeding and Veterinary Department,27.305
Yangon,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Forestry Department,235.627
Yangon,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Sports and Physical Education Department,22.847
Yangon,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Mining Department,141.523
Yangon,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Budget Department,40858.002
Yangon,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Planning Department,0.15
Yangon,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Human Settlement and Housing Development Department,820
Yangon,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Road Department,50
Yangon,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Central Inland Freight Handling Committee,0.002
Yangon,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Yangon City Development Committee,106831.985
Yangon,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Capital Income,Yangon City Development Committee,78353.089
Yangon,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Income from Loans,Yangon City Development Committee,42536
Yangon,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Development Affairs Organizations,6340
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,General Administration Department,7931.53
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,General Administration Department,505.643
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Special Investigation Department,323.02
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Special Investigation Department,31.8
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Fire Services Department,2861.254
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Fire Services Department,2740.937
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Cooperative Department,1801.006
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Small-scale Industry Department,75.17
